Power                   Time
4135.223201698988	0.256
4135.223201698988	0.268
4135.223201698988	0.28
4135.223201698988	0.292
4135.223201698988	0.304
4135.223201698988	0.316
4135.223201698988	0.328
4135.223201698988	0.34
4135.223201698988	0.352
4135.223201698988	0.364
4135.223201698988	0.376
4135.223201698988	0.388
4135.223201698988	0.4
4135.223201698988	0.412
4135.223201698988	0.424
4135.223201698988	0.436
4135.223201698988	0.448
4135.223201698988	0.46
4135.223201698988	0.472
4135.223201698988	0.484
4135.223201698988	0.496
4135.223201698988	0.508
4135.223201698988	0.52
4135.223201698988	0.532
4135.223201698988	0.544
4135.223201698988	0.556
4135.223201698988	0.568
4135.223201698988	0.58
4135.223201698988	0.592
4135.223201698988	0.604
4135.223201698988	0.616
4135.223201698988	0.628
4135.223201698988	0.64
4135.223201698988	0.652
4135.223201698988	0.664
4135.223201698988	0.676
4135.223201698988	0.688
4135.223201698988	0.7
4135.223201698988	0.712
4135.223201698988	0.724
4135.223201698988	0.736
4135.223201698988	0.748
4135.223201698988	0.76
4135.223201698988	0.772
4135.223201698988	0.784
4135.223201698988	0.796
4135.223201698988	0.808
4135.223201698988	0.82
4135.223201698988	0.832
4135.223201698988	0.844
4135.223201698988	0.856
4135.223201698988	0.868
4135.223201698988	0.88
4135.223201698988	0.892
4135.223201698988	0.904
4135.223201698988	0.916
4135.223201698988	0.928
4135.223201698988	0.94
4135.223201698988	0.952
4135.223201698988	0.964
4135.223201698988	0.976
4135.223201698988	0.988
4135.223201698988	1.0
4135.223201698988	1.012
4135.223201698988	1.024
4135.223201698988	1.036
4135.223201698988	1.048
4135.223201698988	1.06
4135.223201698988	1.072
4135.223201698988	1.084
4135.223201698988	1.096
4135.223201698988	1.108
4135.223201698988	1.12
4135.223201698988	1.132
4135.223201698988	1.144
4135.223201698988	1.156
4135.223201698988	1.168
4135.223201698988	1.18
4135.223201698988	1.192
4135.223201698988	1.204
4135.223201698988	1.216
4135.223201698988	1.228
4135.223201698988	1.24
4135.223201698988	1.252
4135.223201698988	1.264
4135.223201698988	1.276
4135.223201698988	1.288
4135.223201698988	1.3
4135.223201698988	1.312
4135.223201698988	1.324
4135.223201698988	1.336
4135.223201698988	1.348
4135.223201698988	1.36
4135.223201698988	1.372
4135.223201698988	1.384
4135.223201698988	1.396
4135.223201698988	1.408
4135.223201698988	1.42
4135.223201698988	1.432
4135.223201698988	1.444
4135.223201698988	1.456
4135.223201698988	1.468
4135.223201698988	1.48
4135.223201698988	1.492
4135.223201698988	1.504
4135.223201698988	1.516
4135.223201698988	1.528
4135.223201698988	1.54
4135.223201698988	1.552
4135.223201698988	1.564
4135.223201698988	1.576
4135.223201698988	1.588
4135.223201698988	1.6
4135.223201698988	1.612
4135.223201698988	1.624
4135.223201698988	1.636
4135.223201698988	1.648
4135.223201698988	1.66
4135.223201698988	1.672
4135.223201698988	1.684
4135.223201698988	1.696
4135.223201698988	1.708
4135.223201698988	1.72
4135.223201698988	1.732
4135.223201698988	1.744
4135.223201698988	1.756
4135.223201698988	1.768
4135.223201698988	1.78
4135.223201698988	1.792
4135.223201698988	1.804
4135.223201698988	1.816
4135.223201698988	1.828
4135.223201698988	1.84
4135.223201698988	1.852
4135.223201698988	1.864
4135.223201698988	1.876
4135.223201698988	1.888
4135.223201698988	1.9
4135.223201698988	1.912
4135.223201698988	1.924
4135.223201698988	1.936
4135.223201698988	1.948
4135.223201698988	1.96
4135.223201698988	1.972
4135.223201698988	1.984
4135.223201698988	1.996
4135.223201698988	2.008
4135.223201698988	2.02
4135.223201698988	2.032
4135.223201698988	2.044
4135.223201698988	2.056
4105.01814273596	2.068
4072.8550428262697	2.08
4039.001214037557	2.092
4003.716479795036	2.104
3967.244270293112	2.116
3929.8050746656672	2.128
3891.5926887015903	2.14
3852.772833454232	2.152
3813.482984437766	2.164
3773.8326418338575	2.176
3733.904178153567	2.188
3693.7546630586357	2.2
3653.4198401029626	2.212
3612.919825755675	2.224
3572.2647566669493	2.236
3531.4597169313647	2.248
3490.5085674381094	2.26
3449.4155584037335	2.272
3408.185159536647	2.284
3366.8214554869965	2.296
3325.327722878549	2.308
3283.706078675596	2.32
3241.957018737148	2.332
3200.078879445349	2.344
3158.0674360642756	2.356
3115.9158951067975	2.368
3073.6153836173867	2.38
3031.1557999150486	2.392
2988.5267988322494	2.404
2945.718653606246	2.416
2902.722921250997	2.428
2859.533095796391	2.44
2816.145254107623	2.452
2772.5584202389655	2.464
2728.774976449793	2.476
2684.8015915238775	2.488
2640.6507062490095	2.5
2596.342178724373	2.512
2551.904514350231	2.524
2507.3753111637006	2.536
2462.8012072977835	2.548
2418.2376693348865	2.56
2373.7485962177257	2.572
2329.4055974810644	2.584
2285.286660332338	2.596
2241.474192845836	2.608
2198.0523447864657	2.62
2155.1038574013105	2.632
2112.70692634059	2.644
2070.932468689636	2.656
2029.8420543356992	2.668
1989.4865047461565	2.68
1949.9049709388114	2.692
1911.1240318726818	2.704
1873.1565966197572	2.716
1836.0009088330696	2.728
1799.6400655320924	2.74
1764.0425646227475	2.752
1729.1639460895135	2.764
1694.9491859853133	2.776
1661.3355336671245	2.788
1628.255388216101	2.8
1595.6390818498696	2.812
1563.4175860904163	2.824
1531.5249567535313	2.836
1499.9000749834404	2.848
1468.487817042018	2.86
1437.2398962736231	2.872
1406.1151312415843	2.884
1375.0790217238393	2.896
1344.1028150850552	2.908
1313.1624398729566	2.92
1282.2376005080632	2.932
1251.3112705499022	2.944
1220.3698513707022	2.956
1189.403928208274	2.968
1158.4092644932102	2.98
